company,location,total_laid_off,date,percentage_laid_off,industry,stage,funds_raised,country,date_added,months,year,company_stage,funding_level,layoff_severity,full_shutdown,covid_period,layoff_percentage
bizzabo,new york city,100.0,2022-12-01,0.37,marketing,series e,194.0,united states,2022-12-03,12,2022,growth,high funding,full shutdown,0,after covid,37.0
bloomtech,sf bay area,88.0,2022-12-01,0.5,education,unknown,186.5,united states,2022-12-01,12,2022,unknown,high funding,full shutdown,0,after covid,50.0
netlify,sf bay area,48.0,2022-12-01,0.16,infrastructure,series d,212.0,united states,2022-12-08,12,2022,growth,high funding,moderate,0,after covid,16.0
springbig,miami,37.0,2022-12-01,0.23,sales,post-ipo,32.0,united states,2022-12-19,12,2022,mature,low funding,full shutdown,0,after covid,23.0
podium,lehi,100.0,2022-12-01,0.12,support,series d,419.0,united states,2022-12-01,12,2022,growth,high funding,moderate,0,after covid,12.0
sqz biotech,boston,82.0,2022-12-01,0.6,healthcare,post-ipo,229.0,united states,2022-12-11,12,2022,mature,high funding,full shutdown,0,after covid,60.0
strava,sf bay area,135.0,2022-12-01,0.14,fitness,series f,151.0,united states,2022-12-04,12,2022,growth,medium funding,moderate,0,after covid,14.000000000000002
synlogic,boston,82.0,2022-12-01,0.25,healthcare,post-ipo,321.0,united states,2022-12-11,12,2022,mature,high funding,full shutdown,0,after covid,25.0
yapily,"london, non-u.s.",75.0,2022-12-01,0.2,finance,series a,69.0,united kingdom,2022-12-03,12,2022,startup,medium funding,severe,0,after covid,20.0
doordash,sf bay area,1250.0,2022-11-30,0.06,food,post-ipo,2500.0,united states,2022-11-30,11,2022,mature,very high funding,low,0,after covid,6.0
kraken,sf bay area,1100.0,2022-11-30,0.3,crypto,unknown,134.0,united states,2022-11-30,11,2022,unknown,medium funding,full shutdown,0,after covid,30.0
happy money,los angeles,158.0,2022-11-30,0.34,finance,series d,191.0,united states,2022-12-01,11,2022,growth,high funding,full shutdown,0,after covid,34.0
ula,"jakarta, non-u.s.",134.0,2022-11-30,0.23,retail,series b,140.0,indonesia,2022-12-01,11,2022,startup,medium funding,full shutdown,0,after covid,23.0
wonder,new york city,130.0,2022-11-30,0.07,media,series b,850.0,united states,2022-12-01,11,2022,startup,very high funding,low,0,after covid,7.000000000000001
studysmarter,"berlin, non-u.s.",70.0,2022-11-30,0.2,education,series a,64.0,germany,2023-01-12,11,2022,startup,medium funding,severe,0,after covid,20.0
grin,sacramento,60.0,2022-11-30,0.13,marketing,series b,145.0,united states,2022-12-03,11,2022,startup,medium funding,moderate,0,after covid,13.0
ualá,"buenos aires, non-u.s.",53.0,2022-11-30,0.03,finance,series d,544.0,argentina,2022-12-01,11,2022,growth,very high funding,low,0,after covid,3.0
teachmint,"bengaluru, non-u.s.",45.0,2022-11-30,0.05,education,series b,118.0,india,2022-12-01,11,2022,startup,medium funding,low,0,after covid,5.0
etermax,"buenos aires, non-u.s.",40.0,2022-11-30,0.15,other,unknown,186.5,argentina,2022-12-01,11,2022,unknown,high funding,moderate,0,after covid,15.0
thread,"london, non-u.s.",30.0,2022-11-30,0.5,retail,acquired,40.0,united kingdom,2022-12-11,11,2022,mature,low funding,full shutdown,0,after covid,50.0
nexar,new york city,25.0,2022-11-30,0.17,transportation,series d,149.0,united states,2023-09-04,11,2022,growth,medium funding,severe,0,after covid,17.0
elastic,sf bay area,79.0,2022-11-30,0.13,data,post-ipo,162.0,united states,2022-12-01,11,2022,mature,medium funding,moderate,0,after covid,13.0
motional,boston,128.0,2022-11-30,0.17,transportation,unknown,186.5,united states,2022-12-03,11,2022,unknown,high funding,severe,0,after covid,17.0
pinterest,sf bay area,129.5,2022-11-30,0.17,consumer,post-ipo,1500.0,united states,2022-12-01,11,2022,mature,very high funding,severe,0,after covid,17.0
sana,seattle,82.0,2022-11-30,0.15,healthcare,series a,700.0,united states,2023-01-06,11,2022,startup,very high funding,moderate,0,after covid,15.0
venafi,salt lake city,70.0,2022-11-30,0.1,security,acquired,167.0,united states,2022-12-18,11,2022,mature,medium funding,low,0,after covid,10.0
bitso,"mexico city, non-u.s.",100.0,2022-11-29,0.2,crypto,series c,378.0,mexico,2022-11-30,11,2022,growth,high funding,severe,0,after covid,20.0
lyst,"london, non-u.s.",50.0,2022-11-29,0.25,retail,unknown,144.0,united kingdom,2022-11-30,11,2022,unknown,medium funding,full shutdown,0,after covid,25.0
coinjar,"melbourne, non-u.s.",10.0,2022-11-29,0.2,crypto,unknown,1.0,australia,2022-11-30,11,2022,unknown,low funding,severe,0,after covid,20.0
bitfront,sf bay area,70.0,2022-11-29,1.0,crypto,unknown,186.5,united states,2022-11-30,11,2022,unknown,high funding,full shutdown,1,after covid,100.0
codexis,sf bay area,82.0,2022-11-29,0.18,healthcare,post-ipo,162.0,united states,2022-11-30,11,2022,mature,medium funding,severe,0,after covid,18.0
firework,sf bay area,100.0,2022-11-29,0.1,retail,series b,269.0,united states,2022-12-01,11,2022,startup,high funding,low,0,after covid,10.0
lazerpay,"lagos, non-u.s.",70.0,2022-11-29,0.2,crypto,unknown,186.5,nigeria,2022-11-30,11,2022,unknown,high funding,severe,0,after covid,20.0
messagebird,"amsterdam, non-u.s.",112.0,2022-11-29,0.31,other,series c,1100.0,netherlands,2022-11-30,11,2022,growth,very high funding,full shutdown,0,after covid,31.0
plerk,"guadalajara, non-u.s.",75.0,2022-11-29,0.4,finance,series a,13.0,mexico,2022-11-30,11,2022,startup,low funding,full shutdown,0,after covid,40.0
proton.ai,boston,73.0,2022-11-29,0.1,sales,series a,20.0,united states,2022-12-03,11,2022,startup,low funding,low,0,after covid,10.0
infarm,"berlin, non-u.s.",500.0,2022-11-28,0.5,other,series d,604.0,germany,2022-11-29,11,2022,growth,very high funding,full shutdown,0,after covid,50.0
wildlife studios,"sao paulo, non-u.s.",300.0,2022-11-28,0.2,consumer,unknown,260.0,brazil,2022-11-29,11,2022,unknown,high funding,severe,0,after covid,20.0
hirect,"bengaluru, non-u.s.",200.0,2022-11-28,0.4,recruiting,series a,20.0,india,2022-11-29,11,2022,startup,low funding,full shutdown,0,after covid,40.0
applyboard,"waterloo, non-u.s.",90.0,2022-11-28,0.06,education,series d,483.0,canada,2022-11-30,11,2022,growth,very high funding,low,0,after covid,6.0
ajaib,"jakarta, non-u.s.",67.0,2022-11-28,0.08,finance,unknown,245.0,indonesia,2022-11-30,11,2022,unknown,high funding,low,0,after covid,8.0
candy digital,new york city,33.0,2022-11-28,0.33,crypto,series a,100.0,united states,2022-11-29,11,2022,startup,medium funding,full shutdown,0,after covid,33.0
researchgate,"berlin, non-u.s.",25.0,2022-11-28,0.1,other,series d,87.0,germany,2022-11-28,11,2022,growth,medium funding,low,0,after covid,10.0
blockfi,new york city,70.0,2022-11-28,1.0,crypto,series e,1000.0,united states,2022-11-30,11,2022,growth,very high funding,full shutdown,1,after covid,100.0
futurelearn,"london, non-u.s.",100.0,2022-11-28,0.2,education,unknown,50.0,united kingdom,2022-11-30,11,2022,unknown,low funding,severe,0,after covid,20.0
inspectify,seattle,100.0,2022-11-28,0.22,real estate,series a,11.0,united states,2022-11-30,11,2022,startup,low funding,full shutdown,0,after covid,22.0
ledn,"toronto, non-u.s.",70.0,2022-11-28,0.2,crypto,series b,103.0,canada,2022-12-19,11,2022,startup,medium funding,severe,0,after covid,20.0
ncx,sf bay area,137.0,2022-11-28,0.4,energy,series b,78.0,united states,2022-12-01,11,2022,startup,medium funding,full shutdown,0,after covid,40.0
spora health,sf bay area,82.0,2022-11-28,1.0,healthcare,seed,4.0,united states,2023-10-31,11,2022,startup,low funding,full shutdown,1,after covid,100.0
change invest,"amsterdam, non-u.s.",75.0,2022-11-27,0.24,finance,unknown,22.0,netherlands,2023-01-23,11,2022,unknown,low funding,full shutdown,0,after covid,24.0
zilch,"london, non-u.s.",75.0,2022-11-26,0.2,finance,unknown,389.0,united kingdom,2022-11-29,11,2022,unknown,high funding,severe,0,after covid,20.0
verse innovation,"bengaluru, non-u.s.",150.0,2022-11-25,0.05,media,series j,1700.0,india,2022-11-28,11,2022,mature,very high funding,low,0,after covid,5.0
carwow,"london, non-u.s.",70.0,2022-11-25,0.2,transportation,unknown,157.0,united kingdom,2022-11-29,11,2022,unknown,medium funding,severe,0,after covid,20.0
vendease,"lagos, non-u.s.",27.0,2022-11-25,0.09,food,series a,43.0,nigeria,2022-11-30,11,2022,startup,low funding,low,0,after covid,9.0
lemon,"buenos aires, non-u.s.",100.0,2022-11-24,0.38,crypto,series a,17.0,argentina,2022-11-25,11,2022,startup,low funding,full shutdown,0,after covid,38.0
quidax,"lagos, non-u.s.",20.0,2022-11-24,0.2,crypto,unknown,3.0,nigeria,2022-11-26,11,2022,unknown,low funding,severe,0,after covid,20.0
menulog,"sydney, non-u.s.",124.0,2022-11-24,0.2,food,acquired,85.0,australia,2022-11-28,11,2022,mature,medium funding,severe,0,after covid,20.0
utopia music,"zug, non-u.s.",50.0,2022-11-24,0.15,media,series b,67.0,switzerland,2022-11-25,11,2022,startup,medium funding,moderate,0,after covid,15.0
assure,salt lake city,75.0,2022-11-23,1.0,finance,seed,2.0,united states,2022-11-25,11,2022,startup,low funding,full shutdown,1,after covid,100.0
goodgood,"toronto, non-u.s.",100.0,2022-11-23,1.0,retail,seed,6.0,canada,2022-11-25,11,2022,startup,low funding,full shutdown,1,after covid,100.0
muni tienda,"bogota, non-u.s.",112.0,2022-11-23,1.0,other,series a,20.0,colombia,2023-03-10,11,2022,startup,low funding,full shutdown,1,after covid,100.0
swvl,"cairo, non-u.s.",128.0,2022-11-23,0.5,transportation,post-ipo,264.0,egypt,2022-11-25,11,2022,mature,high funding,full shutdown,0,after covid,50.0
western digital,sf bay area,251.0,2022-11-22,0.08,hardware,post-ipo,900.0,united states,2023-02-13,11,2022,mature,very high funding,low,0,after covid,8.0
sirclo,"jakarta, non-u.s.",160.0,2022-11-22,0.08,retail,series b,92.0,indonesia,2022-11-22,11,2022,startup,medium funding,low,0,after covid,8.0
movidesk,"blumenau, non-u.s.",118.0,2022-11-22,0.11,support,acquired,11.0,brazil,2023-05-24,11,2022,mature,low funding,low,0,after covid,11.0
trax,"singapore, non-u.s.",80.0,2022-11-22,0.08,retail,series e,1000.0,singapore,2022-11-22,11,2022,growth,very high funding,low,0,after covid,8.0
flash coffee,"singapore, non-u.s.",124.0,2022-11-22,0.2,food,series b,57.0,singapore,2022-11-25,11,2022,startup,low funding,severe,0,after covid,20.0
natera,sf bay area,82.0,2022-11-22,0.2,healthcare,post-ipo,809.0,united states,2022-11-29,11,2022,mature,very high funding,severe,0,after covid,20.0
rapyd,"tel aviv, non-u.s.",75.0,2022-11-22,0.2,finance,unknown,770.0,israel,2022-11-30,11,2022,unknown,very high funding,severe,0,after covid,20.0
reynen court,"amsterdam, non-u.s.",75.0,2022-11-22,0.1,legal,unknown,23.0,netherlands,2023-07-26,11,2022,unknown,low funding,low,0,after covid,10.0
jumia,"lagos, non-u.s.",900.0,2022-11-21,0.2,retail,post-ipo,1200.0,nigeria,2022-12-21,11,2022,mature,very high funding,severe,0,after covid,20.0
kitopi,"dubai, non-u.s.",93.0,2022-11-21,0.1,food,series c,804.0,uae,2022-11-23,11,2022,growth,very high funding,low,0,after covid,10.0
devo,boston,70.0,2022-11-21,0.15,security,series f,481.0,united states,2022-12-13,11,2022,growth,very high funding,moderate,0,after covid,15.0
glorifi,dallas,75.0,2022-11-21,1.0,finance,unknown,186.5,united states,2022-11-25,11,2022,unknown,high funding,full shutdown,1,after covid,100.0
zomato,"gurugram, non-u.s.",100.0,2022-11-19,0.04,food,series j,914.0,india,2022-11-20,11,2022,mature,very high funding,low,0,after covid,4.0
carvana,phoenix,1500.0,2022-11-18,0.08,transportation,post-ipo,1600.0,united states,2022-11-18,11,2022,mature,very high funding,low,0,after covid,8.0
nuro,sf bay area,300.0,2022-11-18,0.2,transportation,series d,2100.0,united states,2022-11-18,11,2022,growth,very high funding,severe,0,after covid,20.0
synthego,sf bay area,105.0,2022-11-18,0.2,healthcare,series e,459.0,united states,2022-11-29,11,2022,growth,very high funding,severe,0,after covid,20.0
splyt,"london, non-u.s.",57.0,2022-11-18,0.17,transportation,series b,34.0,united kingdom,2023-01-18,11,2022,startup,low funding,severe,0,after covid,17.0
